,ICD9,counts,frequency,description
3824,172.5,8,0.00015172780032621477,"Malignant melanoma of skin of trunk, except scrotum"
3825,813.33,8,0.00015172780032621477,"Fracture of shaft of radius with ulna, open"
3826,45.11,8,0.00015172780032621477,Transabdominal endoscopy of small intestine
3827,81.81,8,0.00015172780032621477,Partial shoulder replacement
3828,174.4,8,0.00015172780032621477,Malignant neoplasm of upper-outer quadrant of female breast
3829,97.12,8,0.00015172780032621477,Replacement of cast on lower limb
3830,719.65,8,0.00015172780032621477,Other symptoms referable to joint of pelvic region and thigh
3831,414.19,8,0.00015172780032621477,Other aneurysm of heart
3832,864.12,8,0.00015172780032621477,"Laceration of liver, minor, with open wound into cavity"
3833,879.2,8,0.00015172780032621477,"Open wound of abdominal wall, anterior, without mention of complication"
3834,60.2,8,0.00015172780032621477,Transurethral prostatectomy
3835,517.3,8,0.00015172780032621477,Acute chest syndrome
3836,719.49,8,0.00015172780032621477,Pain in joint involving multiple sites
3837,55.02,8,0.00015172780032621477,Nephrostomy
3838,751.7,8,0.00015172780032621477,"Anomalies of pancreas, congenital"
3839,360.00,8,0.00015172780032621477,"Purulent endophthalmitis, unspecified"
3840,747.29,8,0.00015172780032621477,Other congenital anomalies of aorta
3841,839.42,8,0.00015172780032621477,"Closed dislocation, sacrum"
3842,57.89,8,0.00015172780032621477,Other repair of bladder
3843,85.42,8,0.00015172780032621477,Bilateral simple mastectomy
3844,747.69,8,0.00015172780032621477,Congenital anomalies of other specified sites of peripheral vascular system
3845,890.1,8,0.00015172780032621477,"Open wound of hip and thigh, complicated"
3846,646.63,8,0.00015172780032621477,Infections of genitourinary tract antepartum
3847,756.89,8,0.00015172780032621477,"Other specified congenital anomalies of muscle, tendon, fascia, and connective tissue"
3848,376.30,8,0.00015172780032621477,"Exophthalmos, unspecified"
3849,V06.6,8,0.00015172780032621477,Need for prophylactic vaccination and inoculation against Streptococcus pneumoniae [pneumococcus] and influenza
3850,757.39,8,0.00015172780032621477,Other specified congenital anomalies of skin
3851,404.03,8,0.00015172780032621477,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and chronic kidney failure stage V or end stage renal disease"
3852,729.4,8,0.00015172780032621477,"Fasciitis, unspecified"
3853,596.9,8,0.00015172780032621477,Unspecified disorder of bladder
3854,300.14,8,0.00015172780032621477,Dissociative identity disorder
3855,865.13,8,0.00015172780032621477,"Laceration of spleen extending into parenchyma, with open wound into cavity"
3856,344.40,8,0.00015172780032621477,Monoplegia of upper limb affecting unspecified side
3857,164.0,8,0.00015172780032621477,Malignant neoplasm of thymus
3858,53.41,8,0.00015172780032621477,Repair of umbilical hernia with graft or prosthesis
3859,955.3,8,0.00015172780032621477,Injury to radial nerve
3860,442.0,8,0.00015172780032621477,Aneurysm of artery of upper extremity
3861,721.7,8,0.00015172780032621477,Traumatic spondylopathy
3862,E888.0,8,0.00015172780032621477,Fall resulting in striking against sharp object
3863,E917.0,8,0.00015172780032621477,Striking against or struck accidentally by objects or persons in sports without subsequent fall
3864,421.9,8,0.00015172780032621477,"Acute endocarditis, unspecified"
3865,300.22,8,0.00015172780032621477,Agoraphobia without mention of panic attacks
3866,716.80,8,0.00015172780032621477,"Other specified arthropathy, site unspecified"
3867,714.9,8,0.00015172780032621477,Unspecified inflammatory polyarthropathy
3868,922.31,8,0.00015172780032621477,Contusion of back
3869,775.8,8,0.00015172780032621477,Other neonatal endocrine and metabolic disturbances
3870,583.1,8,0.00015172780032621477,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis"
3871,78.47,8,0.00015172780032621477,Other repair or plastic operations on tibia and fibula
3872,996.78,8,0.00015172780032621477,"Other complications due to other internal orthopedic device, implant, and graft"
3873,801.15,8,0.00015172780032621477,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3874,438.6,8,0.00015172780032621477,Alterations of sensations
3875,535.00,8,0.00015172780032621477,"Acute gastritis, without mention of hemorrhage"
3876,596.59,8,0.00015172780032621477,Other functional disorder of bladder
3877,625.8,8,0.00015172780032621477,Other specified symptoms associated with female genital organs
3878,621.0,8,0.00015172780032621477,Polyp of corpus uteri
3879,541,8,0.00015172780032621477,"Appendicitis, unqualified"
3880,343.2,8,0.00015172780032621477,Quadriplegic infantile cerebral palsy
3881,38.89,8,0.00015172780032621477,Other surgical occlusion of lower limb veins
3882,327.27,8,0.00015172780032621477,Central sleep apnea in conditions classified elsewhere
3883,736.89,8,0.00015172780032621477,Other acquired deformity of other parts of limb
3884,344.81,8,0.00015172780032621477,Locked-in state
3885,191.0,8,0.00015172780032621477,"Malignant neoplasm of cerebrum, except lobes and ventricles"
3886,728.2,8,0.00015172780032621477,"Muscular wasting and disuse atrophy, not elsewhere classified"
3887,617.1,8,0.00015172780032621477,Endometriosis of ovary
3888,575.6,8,0.00015172780032621477,Cholesterolosis of gallbladder
3889,902.22,8,0.00015172780032621477,Injury to hepatic artery
3890,83.63,8,0.00015172780032621477,Rotator cuff repair
3891,738.5,8,0.00015172780032621477,Other acquired deformity of back or spine
3892,75.69,8,0.00015172780032621477,Repair of other current obstetric laceration
3893,790.2,8,0.00015172780032621477,Abnormal glucose
3894,523.8,8,0.00015172780032621477,Other specified periodontal diseases
3895,011.90,8,0.00015172780032621477,"Unspecified pulmonary tuberculosis, unspecified examination"
3896,816.02,8,0.00015172780032621477,Closed fracture of distal phalanx or phalanges of hand
3897,811.02,8,0.00015172780032621477,Closed fracture of coracoid process of scapula
3898,E819.9,8,0.00015172780032621477,Motor vehicle traffic accident of unspecified nature injuring unspecified person
3899,83.13,8,0.00015172780032621477,Other tenotomy
3900,57.6,8,0.00015172780032621477,Partial cystectomy
3901,171.4,8,0.00015172780032621477,Malignant neoplasm of connective and other soft tissue of thorax
3902,56.74,8,0.00015172780032621477,Ureteroneocystostomy
3903,336.0,8,0.00015172780032621477,Syringomyelia and syringobulbia
3904,354.8,8,0.00015172780032621477,Other mononeuritis of upper limb
3905,813.23,8,0.00015172780032621477,"Fracture of shaft of radius with ulna, closed"
3906,78.09,8,0.00015172780032621477,"Bone graft of other bone, except facial bones"
3907,348.2,8,0.00015172780032621477,Benign intracranial hypertension
3908,780.50,8,0.00015172780032621477,Unspecified sleep disturbance
3909,22.11,8,0.00015172780032621477,Closed [endoscopic] [needle] biopsy of nasal sinus
3910,682.9,8,0.00015172780032621477,Cellulitis and abscess of unspecified sites
3911,648.44,8,0.00015172780032621477,"Mental disorders of mother, postpartum"
3912,88.38,8,0.00015172780032621477,Other computerized axial tomography
3913,V10.61,8,0.00015172780032621477,Personal history of lymphoid leukemia
3914,153.7,8,0.00015172780032621477,Malignant neoplasm of splenic flexure
3915,433.80,8,0.00015172780032621477,"Occlusion and stenosis of other specified precerebral artery, without mention of cerebral infarction"
3916,803.15,8,0.00015172780032621477,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3917,301.81,8,0.00015172780032621477,Narcissistic personality disorder
3918,V15.08,8,0.00015172780032621477,Allergy to radiographic dye
3919,951.4,8,0.00015172780032621477,Injury to facial nerve
3920,76.43,8,0.00015172780032621477,Other reconstruction of mandible
3921,E955.0,8,0.00015172780032621477,Suicide and self-inflicted injury by handgun
3922,473.2,8,0.00015172780032621477,Chronic ethmoidal sinusitis
3923,78.63,8,0.00015172780032621477,Removal of implanted device from radius and ulna
3924,707.00,8,0.00015172780032621477,"Decubitus ulcer, unspecified site"
3925,96.55,8,0.00015172780032621477,Tracheostomy toilette
3926,320.7,8,0.00015172780032621477,Meningitis in other bacterial diseases classified elsewhere
3927,730.06,8,0.00015172780032621477,Acute osteomyelitis involving lower leg
3928,803.26,8,0.00015172780032621477,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
3929,V15.89,8,0.00015172780032621477,Other specified personal history presenting hazards to health
3930,868.09,8,0.00015172780032621477,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
3931,27.56,8,0.00015172780032621477,Other skin graft to lip and mouth
3932,375.15,8,0.00015172780032621477,"Tear film insufficiency, unspecified"
3933,491.8,8,0.00015172780032621477,Other chronic bronchitis
3934,79.04,8,0.00015172780032621477,Closed reduction of fracture of phalanges of hand without internal fixation
3935,365.10,8,0.00015172780032621477,"Open-angle glaucoma, unspecified"
3936,701.0,8,0.00015172780032621477,Circumscribed scleroderma
3937,37.98,8,0.00015172780032621477,Replacement of automatic cardioverter/defibrillator pulse generator only
3938,806.08,8,0.00015172780032621477,Closed fracture of C(5)-C(7) level with central cord syndrome
3939,202.82,8,0.00015172780032621477,Other malignant lymphomas involving intrathoracic lymph nodes
3940,180.9,8,0.00015172780032621477,"Malignant neoplasm of cervix uteri, unspecified"
3941,96.57,8,0.00015172780032621477,Irrigation of vascular catheter
3942,V86.0,8,0.00015172780032621477,Estrogen receptor positive status [ER+]
3943,200.70,8,0.00015172780032621477,"Large cell lymphoma, unspecified site, extranodal and solid organ sites"
3944,879.8,8,0.00015172780032621477,"Open wound(s) (multiple) of unspecified site(s), without mention of complication"
3945,338.28,8,0.00015172780032621477,Other chronic postoperative pain
3946,789.39,8,0.00015172780032621477,"Abdominal or pelvic swelling, mass, or lump, other specified site; multiple sites"
3947,480.2,8,0.00015172780032621477,Pneumonia due to parainfluenza virus
3948,81.37,8,0.00015172780032621477,"Refusion of lumbar and lumbosacral spine, lateral transverse process technique"
3949,200.50,8,0.00015172780032621477,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
3950,94.25,7,0.00013276182528543793,Other psychiatric drug therapy
3951,861.13,7,0.00013276182528543793,Laceration of heart with penetration of heart chambers and open wound into thorax
3952,752.63,7,0.00013276182528543793,Congenital chordee
3953,191.5,7,0.00013276182528543793,Malignant neoplasm of ventricles
3954,871.1,7,0.00013276182528543793,Ocular laceration with prolapse or exposure of intraocular tissue
3955,203.01,7,0.00013276182528543793,Multiple myeloma in remission
3956,78.05,7,0.00013276182528543793,Bone graft of femur
3957,053.79,7,0.00013276182528543793,Herpes zoster with other specified complications
3958,358.1,7,0.00013276182528543793,Myasthenic syndromes in diseases classified elsewhere
3959,569.2,7,0.00013276182528543793,Stenosis of rectum and anus
3960,117.7,7,0.00013276182528543793,Zygomycosis [Phycomycosis or Mucormycosis]
3961,286.2,7,0.00013276182528543793,Congenital factor XI deficiency
3962,200.28,7,0.00013276182528543793,Burkitt&apos;s tumor or lymphoma involving lymph nodes of multiple sites
3963,574.60,7,0.00013276182528543793,"Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction"
3964,44.1,7,0.00013276182528543793,Diagnostic procedures on stomach
3965,V02.51,7,0.00013276182528543793,Group B streptococcus
3966,039.1,7,0.00013276182528543793,Pulmonary actinomycotic infection
3967,824.1,7,0.00013276182528543793,"Fracture of medial malleolus, open"
3968,188.2,7,0.00013276182528543793,Malignant neoplasm of lateral wall of urinary bladder
3969,51.83,7,0.00013276182528543793,Pancreatic sphincteroplasty
3970,157.1,7,0.00013276182528543793,Malignant neoplasm of body of pancreas
3971,34.93,7,0.00013276182528543793,Repair of pleura
3972,33.93,7,0.00013276182528543793,Puncture of lung
3973,235.5,7,0.00013276182528543793,Neoplasm of uncertain behavior of other and unspecified digestive organs
3974,E918,7,0.00013276182528543793,Caught accidentally in or between objects
3975,80.11,7,0.00013276182528543793,Other arthrotomy of shoulder
3976,726.91,7,0.00013276182528543793,Exostosis of unspecified site
3977,952.04,7,0.00013276182528543793,C(1)-C(4) level with other specified spinal cord injury
3978,25.1,7,0.00013276182528543793,Excision or destruction of lesion or tissue of tongue
3979,29.5,7,0.00013276182528543793,Other repair of pharynx
3980,804.25,7,0.00013276182528543793,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3981,820.03,7,0.00013276182528543793,"Fracture of base of neck of femur, closed"
3982,25.2,7,0.00013276182528543793,Partial glossectomy
3983,771.82,7,0.00013276182528543793,Urinary tract infection of newborn
3984,864.00,7,0.00013276182528543793,Unspecified injury to liver without mention of open wound into cavity
3985,756.3,7,0.00013276182528543793,Other congenital anomalies of ribs and sternum
3986,801.31,7,0.00013276182528543793,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
3987,34.72,7,0.00013276182528543793,Closure of thoracostomy
3988,304.60,7,0.00013276182528543793,"Other specified drug dependence, unspecified use"
